"CpG","gold"
"cg03688818",0.0531838350724501
"cg05390437",0.5
"cg02976617",0.0596738645653317
"cg19655070",0.0680807820804474
"cg21130124",0.88762707695761
"cg01409734",0.0485030321707907
"cg10088985",0.0314833455669151
"cg19851137",0.0231370608420489
"cg20649047",0.0255299141761323
"cg22927153",0.5
"cg26212924",0.0390353485317927
"cg07748540",0.0253834903999753
"cg21378047",0.0640196353085338
"ch.12.1107853R",0.0251496599747901
"cg10211877",0.015448107036697
"cg22972055",0.673611911330588
"cg21112391",0.775147776803538
"cg26678313",0.0226520467258559
"cg18357645",0.0383070478450963
"cg07248043",0.0134475490613983
"cg19388557",0.941554694196269
"cg16029957",0.5
"cg26547788",0.0420019257508511
"cg16313587",0.0310595123858481
"cg12478809",0.0408818769023662
"cg08161922",0.0434344021680901
"cg16250754",0.0701322086791224
"cg05439368",0.518436662048875
"cg04719491",0.0197541928143057
"cg24375409",0.324103455145806
"cg21571665",0.0620506509654564
"cg18846362",0.0315880094572124
"cg10575735",0.5
"cg18552413",0.366343147672172
"cg23842572",0.769921114503612
"cg08020051",0.0343072652348112
"cg20249919",0.0529159755219927
"cg02727423",0.416415552418445
"cg11970458",0.0352622962036778
"cg13500819",0.633738566625177
"cg08519905",0.332030903319945
"cg16208136",0.0327145585491227
"cg18847227",0.563744219290235
"cg21513553",0.5
"cg23106559",0.875914135641088
"cg25141674",0.128408385623218
"cg15248979",0.0369986978957245
"cg10062065",0.945773571080368
"cg19722847",0.113613423962902
"cg13424229",0.759593007483595
"cg10708793",0.093261213247266
"cg05087948",0.0306336050458337
"cg06284322",0.0366912188374702
"cg00451635",0.500812344883295
"cg06577725",0.901645665680507
"cg11228872",0.0273747349342994
"cg09546307",0.613318794928393
"cg03393241",0.910005475361117
"cg12647587",0.929430450657269
"cg17725472",0.869535612775639
"cg17171485",0.0267689286203544
"cg10164137",0.0267419719485745
"cg04255048",0.0228204590196671
"cg05036615",0.904398524583519
"cg17044311",0.697456793729829
"cg12691366",0.0142480243299038
"cg01206872",0.507739496019099
"cg15016740",0.91441580353719
"cg11298412",0.0264977706859581
"cg21785536",0.0488168530559797
"cg21195120",0.0992346397032082
"cg00692549",0.0485372942764005
"cg19812619",0.5
"cg26198776",0.0584404664817418
"cg01860753",0.12783998330305
"cg03147990",0.0332753694791874
"cg02720618",0.0318656422288609
"cg21539243",0.0304350322253063
"cg09769679",0.0348564199561894
"cg21656736",0.923556738533491
"cg01197831",0.885137237111609
"cg20416767",0.415560080815956
"cg20895028",0.867683841467237
"cg11480873",0.0203565687986348
"cg08469834",0.0377049363030314
"cg21522797",0.937050549967317
"cg12353516",0.0640438984578097
"cg27040423",0.0569219344997792
"cg12864581",0.859519086224539
"cg03533058",0.834373714986384
"cg16691888",0.0440515455456996
"cg14204735",0.0400947827545613
"cg03473518",0.0500594363806984
"cg13315690",0.345872474291644
"cg09326546",0.0179569873632353
"cg05607127",0.0849666390360386
"cg15761233",0.9097379189918
"cg21789941",0.401307658505067
"cg12091944",0.0912130369827864
"cg24615044",0.0280125475119409
"cg11235787",0.839974115297765
"cg21762589",0.620263276403478
"cg13671818",0.0307467315106973
"cg18540325",0.407701740176916
"cg27143049",0.104003623767016
"cg18130100",0.5
"cg00029931",0.277158831607914
"cg23517664",0.5
"cg21769943",0.0251677108983553
"cg13360150",0.0192169186505902
"cg04172043",0.0177684489603193
"cg08794192",0.0213952799190604
"cg18224761",0.936152333595559
"cg19570574",0.079463089870256
"cg22213242",0.868586121046917
"cg05155595",0.639830387650626
"cg20964758",0.194795229072874
"cg10193817",0.140101348329741
"cg24262469",0.328819030441881
"cg19147390",0.104760710868338
"cg04317940",0.0257608796686288
"cg11429292",0.140503966408718
"cg26803566",0.0394985175347651
"cg16280667",0.81570347817963
"cg04025590",0.0282257062123721
"cg01012572",0.670615106666855
"cg24240626",0.803938770636402
"cg10072995",0.0241843763461315
"cg06005644",0.0295859080058554
"cg14060828",0.130135662585096
"cg08220149",0.233560610663442
"cg07560096",0.0503441472460964
"cg06476606",0.0188341941523384
"cg22264409",0.776535174148035
"cg00183916",0.0363227643816538
"cg11964613",0.863889966066042
"cg16898420",0.0848002811302436
"cg19504245",0.306504121775399
"cg19455368",0.0178832050130554
"cg23771661",0.357446029221664
"cg03440846",0.5
"cg11391732",0.936720297450981
"cg01838317",0.0546742202269603
"cg27376271",0.0440926015870724
"cg17754680",0.722169404274977
"cg08253808",0.397281336226188
"cg22197708",0.927523776703803
"cg12095491",0.905465997683935
"cg13180809",0.0190774218818657
"cg05508084",0.0829045740751514
"cg09497789",0.108583877072643
"cg07599644",0.87065428729503
"cg01861509",0.814480265688944
"cg01738359",0.039085608727935
"cg02186298",0.0470002143898978
"cg06513075",0.0315291501455167
"cg19899882",0.0375470201248787
"cg26309498",0.706632873063989
"cg11661493",0.911669549136029
"cg09462576",0.474060760618249
"cg15918284",0.0542993647868424
"cg15488402",0.0482191094367033
"cg24476569",0.201063896525714
"cg20684399",0.0540815552380433
"cg02101486",0.0842465308354075
"cg11821536",0.0221148018683642
"cg08700306",0.335812107081707
"cg10096215",0.108679409418375
"cg02238747",0.040838007005571
"cg27524460",0.296901926970212
"cg22805517",0.0355802928519995
"cg11978441",0.8394271413068
"cg03283569",0.0518880485959847
"cg12329405",0.0248630670444003
"cg06654447",0.0408834795692012
"cg02939139",0.546885164490552
"cg03179866",0.5
"cg02322621",0.0158886636961864
"cg24103438",0.0641724190547573
"cg14391855",0.0968438514828962
"cg27265637",0.0421553535067748
"cg11566244",0.144777895201648
"cg06866862",0.5
"cg03363283",0.5
"cg11825652",0.460462884172242
"cg04738091",0.0347839672644925
"cg00073460",0.457999830974414
"cg20833786",0.483626004063875
"cg09009042",0.0491380967540132
"cg25371560",0.0272865660149011
"cg07426848",0.798581947341646
"cg19947621",0.723585094810265
"cg24949488",0.712493875012559
"cg26095194",0.0564565841416785
"cg15662251",0.403381012402321
"cg01658815",0.854007371840042
"cg10526232",0.5
"cg04286043",0.0258077945588067
"cg18667426",0.5
"cg22016779",0.163259628844661
"cg09916853",0.0206309418708677
"cg15860839",0.0606957963084723
"cg27491887",0.134665159980761
"cg03532005",0.0474410825571372
"cg21581873",0.121855466853775
"cg22905097",0.0336944604667049
"cg21039631",0.0531834660351245
"cg11050527",0.0355485231326918
"cg20760063",0.0335041123327771
"cg05323436",0.0616653921337803
"cg00108454",0.488626692200569
"cg15491567",0.0558365276179864
"cg14796007",0.034576874700535
"cg23057732",0.038982631736866
"cg10857345",0.847430785612043
"cg02640558",0.0225786906535773
"cg04153882",0.894225889815531
"cg25922353",0.942641726070239
"cg19538485",0.5
"cg18145505",0.0364050224082008
"cg23473904",0.0571958763492058
"cg06177698",0.905950412586371
"cg08497766",0.0823902050956703
"cg26426223",0.0178980562811965
"cg05334253",0.0273743585010503
"cg01598642",0.916612839957357
"cg15823100",0.929201574267297
"cg13734401",0.410168829813283
"cg22932819",0.930094383888621
"cg15743985",0.2953791210622
"cg13179983",0.0174216004076142
"cg07274490",0.810663778798075
"cg24628744",0.152968702983778
"cg00605270",0.0522784549005725
"cg27043873",0.86787810647215
"cg08458170",0.950298399150784
"cg24147596",0.869646966082099
"cg13264741",0.0300820595375858
"cg06585893",0.460384319025308
"cg16786117",0.937745661824595
"cg16829450",0.0272456809007405
"cg11507178",0.101239744598382
"cg13354523",0.858655864066049
"cg23081213",0.713199179709227
"cg22411207",0.0639446231900257
"cg20802051",0.0291949475259227
"cg21993406",0.548102670063172
"cg21922731",0.314491649996913
"cg01120307",0.902563721075941
"cg22654935",0.91864339420116
"cg11911951",0.911062609979124
"cg26172108",0.0329574613746721
"cg10539418",0.105350434693198
"cg00445824",0.102284050236571
"cg19946699",0.225219180807813
"cg14642338",0.59454313252034
"cg07300408",0.356340593210669
"cg23613317",0.932775845872275
"cg26970800",0.954264401070543
"cg02579736",0.0338768002757711
"cg15519208",0.0312093472968494
"cg03714916",0.14199176266427
"cg16953612",0.778852697842975
"cg25812776",0.0274691949357983
"cg07944811",0.921537301812645
"cg06638433",0.224832938980197
"cg27623214",0.940280043487336
"cg01960979",0.864586958686311
"cg07248223",0.314479574237627
"cg23674882",0.739333170806633
"cg10179684",0.0338812607988717
"cg22937320",0.809669705125164
"cg26521404",0.0218703355181745
"cg16236875",0.0463406970202143
"cg15639951",0.702703072899872
"cg24242194",0.0207776953277943
"cg11096993",0.571055352190572
"cg03345668",0.563678993728847
"cg17850642",0.676918044389103
"cg24545967",0.0386198089854749
"cg13580728",0.5
"cg22762951",0.0601030119599153
"cg17886204",0.5
"cg25936385",0.937419492757035
"cg01114088",0.0522446669668155
"cg08494812",0.023574488917133
"cg13359415",0.04734833480931
"cg16338822",0.0226934468761634
"cg02440177",0.299953282492967
"cg05902130",0.622256512387565
"cg11525285",0.163896043769812
"cg21197871",0.181515958263513
"cg11851098",0.954038451835275
"cg14879013",0.5
"cg08667721",0.0485232516807655
"cg00941229",0.0188256050958034
"cg08764758",0.0446322313193663
"cg06567342",0.0384906423595685
"cg04600076",0.5
"cg26843567",0.921982040878608
"cg13427055",0.0278609749854706
"cg06297318",0.838714380607506
"cg11332950",0.0361988633514947
"cg16549957",0.65052991027664
"cg22980079",0.945462058662821
"cg27552599",0.160953026444087
"cg15741583",0.597835084689926
"cg22671726",0.038660520067957
"cg14178895",0.339011588499312
"cg15748507",0.284743192459984
"cg11494656",0.859111771660656
"cg15645605",0.0192165799911447
"cg09587549",0.152603316788088
"cg21820890",0.913948228063156
"cg02335804",0.040075600626372
"cg17051440",0.575018754717677
"cg07126839",0.0386765947547775
"cg23988567",0.5
"cg02426410",0.0265859012257637
"cg21389884",0.0185970712224324
"cg04581377",0.0254851751686297
"cg17001652",0.88756366395441
"cg14116122",0.077023080669163
"cg12975220",0.0207869566619385
"cg12220493",0.0765728277815414
"cg10919204",0.675408482628961
"cg26450769",0.0337812423973276
"cg16855929",0.919015285950359
"cg18338021",0.645112489695239
"cg03110633",0.0145712286188007
"cg15527554",0.913445226568883
"cg09685747",0.0350143362436324
"cg13692433",0.0452869737520391
"cg09261289",0.896953637448677
"cg16652639",0.0206703099926928
"cg00899086",0.0395440476056881
"cg11558474",0.144046625068917
"cg06747888",0.0389481310903523
"cg12421458",0.0340928186834178
"cg20994801",0.122026621011047
"cg15754109",0.0235391889076816
"cg21610516",0.0509256800659947
"cg16645539",0.0185829710473286
"cg03382564",0.0299733210254562
"cg19516009",0.938056574675209
"cg04809136",0.0353830065137921
"cg03184964",0.38159263985572
"cg20530056",0.76103318865424
"cg01743370",0.0275560606926901
"cg24812103",0.844755005785648
"cg15165084",0.0190524973792889
"cg00650762",0.015821995241804
"cg04310824",0.0250559894023001
"cg11625178",0.0323936556120038
"cg13756879",0.0377959157446848
"cg11175476",0.238091293943399
"cg16154416",0.189921753509115
"cg06330324",0.0190008588436034
"cg26039806",0.0198814052346825
"cg02883621",0.881763064721785
"cg09730017",0.0250103099991668
"cg11832543",0.875900739429797
"cg15042385",0.0693463696978484
"cg04644624",0.0358529999707254
"cg17350448",0.0311495205288022
"cg17919471",0.733574581530496
"cg07308943",0.0170472122717885
"cg04698187",0.0859229184503672
"cg00800095",0.887538310676332
"cg04507972",0.5
"cg27226214",0.931469595452068
"cg14399447",0.0370330920087588
"cg02801598",0.0214283891127736
"cg03132911",0.0123696437720539
"cg19435409",0.020296291606479
"cg14724265",0.709145034099787
"cg25535027",0.133740558264852
"cg14437986",0.211167277029942
"cg04595835",0.0525528595423407
"cg01485645",0.108287679801096
"cg12493906",0.919619148569451
"cg12018696",0.0308618137664028
"cg22827290",0.068738041717387
"cg11884243",0.844053273670004
"cg20692181",0.910954188384503
"cg04533291",0.928124617808858
"cg01033160",0.0358889123331222
"cg25717844",0.0530675114769775
"cg16481281",0.0546953168681259
"cg00295325",0.744356371446577
"cg19061798",0.77766529696431
"cg00594118",0.0567906114762043
"cg24971490",0.035543839955282
"cg01427567",0.275588274597637
"cg15484019",0.0332738128065677
"cg06357925",0.0717429016509288
"cg04848452",0.0321611127450333
"cg00887101",0.0374007898678645
"cg07371413",0.693949946324553
"cg00327185",0.0274463679821576
"cg05434957",0.0375117679673585
"cg23382741",0.88766595089281
"cg26164310",0.0680427288387899
"cg26320696",0.112273447124858
"cg14377593",0.0380026891221125
"cg22708902",0.0706826619836288
"cg08157579",0.0525753887572345
"cg24909737",0.0488442492748048
"cg26255649",0.0152933376768685
"cg15613982",0.0341321974242723
"cg12628956",0.0358433962620937
"cg22704775",0.0524244962506183
"cg05798972",0.0389075128885982
"cg00436301",0.0330351238642458
"cg23919867",0.5
"cg04305134",0.0199525602694246
"cg21693321",0.289864045633631
"cg20523861",0.252195697854701
"cg02635407",0.293276610418548
"cg03509024",0.0360274430117212
"cg11928366",0.0416793632464104
"cg05959392",0.0331563132403435
"cg22029275",0.0409632032457612
"cg22080282",0.0243021790419178
"cg10313093",0.0269645822256097
"cg02704907",0.930843315011813
"cg00757952",0.727491405259861
"cg06161738",0.0254557825132984
"cg11539173",0.0240436319993832
"cg00239685",0.0452816367870688
"cg18440188",0.0219511798978398
"cg23091758",0.075323337053145
"cg27507704",0.015272733186406
"cg14817542",0.0332981834232179
"cg04200192",0.922026255149912
"cg23968383",0.88289855074049
"cg02890926",0.0436446364528723
"cg00546897",0.446504166394247
"cg14353162",0.0292009762559963
"cg25893560",0.853853379280901
"cg21509097",0.088022456231904
"cg18759346",0.018348395104928
"cg24155668",0.0232355256721534
"cg00778920",0.125969238545511
"cg11628034",0.0333075451659262
"cg21296230",0.198406515608035
"cg19853229",0.0344104517778434
"cg14533138",0.5
"cg04398282",0.676328284773201
"cg23721140",0.0350368617800176
"cg03168296",0.058681237203497
"cg26478074",0.0381915018267129
"cg03338959",0.0308946593655903
"cg05073035",0.302940042299195
"cg04915566",0.0221802235338476
"cg19481052",0.757296295381493
"cg09793001",0.0237171821448878
"cg25219134",0.0322502499875319
"cg20797766",0.0429233133290819
"cg04508649",0.954058676200828
"cg11879514",0.14561940635864
"cg04629269",0.5
"cg19572947",0.045570141472534
"cg25288155",0.729098518393894
"cg12344862",0.870236842768866
"cg20998885",0.928245368834535
"cg14082886",0.411846242479203
"cg14989226",0.224781699831017
"cg22110261",0.5
"cg02931526",0.943191249874514
"cg10628126",0.893419610821606
"cg25870263",0.34183768475183
"cg03640944",0.757677504287314
"cg20362772",0.0600726261133779
"cg19436567",0.0214727442375773
"cg27380813",0.687215910925347
"cg00933411",0.597481794977376
"cg04115602",0.466273222595319
"cg18628483",0.620256704639986
"cg09549827",0.115800550766261
"cg20227165",0.678917531018167
"cg03764161",0.0251804945667586
"cg26372792",0.0173073049998134
"cg13581475",0.0332546531380404
"cg10556064",0.581028049070572
"cg06318853",0.5
"cg14555759",0.770011151117762
"cg13789523",0.0346622317553398
"cg01776396",0.857881429462228
"cg18464137",0.113561479220277
"cg06637893",0.0529620681773843
"cg23807009",0.0217223744648383
"cg14971781",0.02393051603126
"cg17199483",0.119609493357362
"cg13168820",0.07350648282815
"cg16525692",0.041560487411322
"cg18473117",0.740825256756749
"cg00276797",0.0238674885005022
"cg22986999",0.395403235169232
"cg04278702",0.0958018804868788
"cg09583599",0.949984657961908
"cg24432916",0.20445673426111
"cg00073650",0.764560948753608
"cg08747377",0.0821342582256174
"cg02780295",0.0447259504178377
"cg00728398",0.0279999568890218
"cg12960248",0.0285019082215272
"cg20782689",0.894372626353516
"cg14298726",0.0519128815088147
"cg14361627",0.195928004165505
"cg05627557",0.361140689273585
"cg15597480",0.965819630873131
"cg22476251",0.920093232047342
"cg12354377",0.905354587742713
"cg08687825",0.0428064195949514
"cg11096837",0.5
"cg25411534",0.0201115721153575
"cg11067179",0.879478835708518
"cg21759080",0.0379022509847811
"cg17125623",0.0659759462244585
"cg20098887",0.0730131503992379
"cg19815376",0.658379579117987
"cg17917518",0.945956352721769
"cg12748926",0.0188468683512663
"cg07328495",0.0270515117749683
"cg04329454",0.0935508606675612
"cg11754676",0.0232677319936024
"cg27363486",0.483679520006589
"cg22198623",0.197295226098676
"cg21713257",0.0322536331940492
"cg24300924",0.0440208682644074
"cg10594105",0.0361687079229055
"cg11266874",0.0331801944788188
"cg03991326",0.102100860824346
"cg07059360",0.420019409640802
"cg14285013",0.041842955438362
"cg10644878",0.42155523896768
"cg11646757",0.0303703713090446
"cg13688966",0.793326875226855
"cg26681081",0.0300264681214038
"cg09045681",0.0667245016246898
"cg14102807",0.811152061828468
"cg21710060",0.851939893656502
"cg14018807",0.0120379324820221
"cg20572838",0.052880844837369
"cg11782409",0.834200226405781
"cg22407504",0.851749586330439
"cg13450057",0.947232529177954
"cg18653991",0.252590352245756
"cg17709884",0.027235776584542
"cg04806409",0.833572700235906
"cg07602200",0.035441350349076
"cg25806704",0.612067490940299
"cg01839464",0.102646378625755
"cg07677850",0.810094059265933
"cg06200697",0.594395950335908
"cg11161417",0.720510240050204
"cg05992340",0.929899258075812
"cg21092462",0.184173560439642
"cg15757271",0.0299736652833222
"cg25135555",0.888214698327098
"cg21137706",0.0269111721829759
"cg03099144",0.938638956592671
"cg08696192",0.900241211128382
"cg00983520",0.29289678375489
"cg17875156",0.0284916881892787
"cg03915432",0.737777474833072
"cg26384034",0.0628484827258926
"cg13694749",0.853778131955439
"cg16527805",0.0354211823032947
"cg04963951",0.5
"cg16887334",0.739754727287027
"cg26810336",0.451807141404814
"cg09234474",0.0569474042307576
"cg17293641",0.032389816176718
"cg09000112",0.027809544571919
"cg24115040",0.0286886408269313
"cg08030082",0.477522504616828
"cg02983451",0.0590243054517668
"cg05038977",0.0335624372771979
"cg04838107",0.0389435654953699
"cg13877915",0.0872128726846699
"cg23091824",0.0315207396480547
"cg17797182",0.0350774952149573
"cg22650271",0.702649834869793
"cg09504196",0.0271061798951638
"cg23936476",0.487840882570716
"cg24697031",0.5
"cg14898779",0.817877771149848
"cg10179196",0.339006481292488
"cg01036148",0.0619261151965254
"cg01722450",0.949354828400693
"cg07172885",0.277498844351587
"cg01959848",0.0349189008927459
"cg02545192",0.131968562342719
"cg23953133",0.171636271628286
"cg15373633",0.207081863979901
"cg09221326",0.0287401570570034
"cg17468841",0.0163591290063609
"cg15234096",0.863178802359984
"cg10029076",0.0303544223673035
"cg09088576",0.211340245400711
"cg04884732",0.0298490113311767
"cg04640886",0.073260194950714
"cg25024993",0.14108517483787
"cg07389922",0.0906798858961117
"cg10313673",0.124111932160697
"cg17239761",0.0345248891651409
"cg11208483",0.5
"cg00986320",0.948521211163837
"cg10891025",0.0253860020744909
"cg20451802",0.0241356485930402
"cg15691649",0.888431615305317
"cg23606079",0.532402028701338
"cg26233914",0.0799048492798985
"cg10784821",0.898313183345584
"cg01731685",0.0501982558095185
"cg04033650",0.0347861651064853
"cg17640322",0.020873589221857
"cg25006077",0.544660912718247
"cg09351263",0.0300739378602202
"cg14493899",0.906840971199646
"cg20229025",0.972307748907781
"cg09371142",0.5
"cg09260441",0.108995153991311
"cg03479797",0.0305732960851881
"cg25848060",0.0375374285344056
"cg23927367",0.0320044347916885
"cg18098286",0.904016684756047
"cg00893636",0.0378090031722641
"cg17904815",0.0353523174254223
"cg20112035",0.0209388546355796
"cg03913456",0.246508332323783
"cg16025584",0.0398510937442866
"cg27038439",0.670295299264293
"cg10791260",0.0404321850985764
"cg19778698",0.164228355155219
"cg18081881",0.0293222805174733
"cg10715231",0.5
"cg14433673",0.5
"cg18676053",0.649704985692971
"cg22376897",0.858827526704669
"cg15974062",0.0429563658820628
"cg07889201",0.323034456816856
"cg03109316",0.912118963077556
"cg22055427",0.0467407325702651
"cg25152942",0.928660761889118
"cg02162412",0.0246109070240634
"cg07807709",0.0349952526774151
"cg14659547",0.820213897119142
"cg05229898",0.022276846859279
"cg15175577",0.041533221683017
"cg00755043",0.0696194168546509
"cg21523528",0.0247312524544619
"cg25607121",0.208759297187359
"cg06444781",0.858588478987019
"cg17839611",0.600665653237909
"cg24401441",0.557000329249133
"cg20158248",0.15129627654222
"cg21091679",0.0599772589492493
"cg21743182",0.907233702371864
"cg27033479",0.0739961351479952
"cg18176712",0.68985919601052
"cg01724150",0.110471887962065
"cg05173789",0.0205480692294804
"cg04480914",0.0423314126100062
"cg03167275",0.0790205550775381
"cg22415432",0.5
"cg00669856",0.0416748745815104
"cg12114524",0.851838607380621
"cg16519742",0.70685084900629
"cg23146358",0.0178857304805493
"cg23877385",0.885733018978245
"cg20447773",0.0261584552149221
"cg05021589",0.532584257313046
"cg18626709",0.0319911719167777
"cg15147435",0.0203336843436824
"cg04185893",0.0180953254702562
"cg05126264",0.5
"cg08999486",0.0310599581755113
"cg06914598",0.5
"cg24445405",0.883791930336737
"cg24999924",0.0327762195790712
"cg05242945",0.018153393288281
"cg20728496",0.0307296742961178
"cg24287460",0.884112883461106
"cg00419564",0.0251935523119453
"cg15783800",0.90791088839934
"cg10338338",0.135703288679423
"cg24345247",0.0199520135550723
"cg07636178",0.0229623820704931
"cg25836159",0.0519320732439614
"cg22593785",0.0276892392109891
"cg12420104",0.0833502537178164
"cg07342901",0.871972862000452
"cg05206587",0.756328135897827
"cg24579667",0.924412057114713
"cg09626984",0.249279156869216
"cg03843978",0.358294496479247
"cg06832950",0.5
"cg13725825",0.845867109086784
"cg10384134",0.020569243342665
"cg09099022",0.930830763723463
"cg24784109",0.5
"cg26312150",0.0901686990558943
"cg11719283",0.59905633431352
"cg11366015",0.0232335586363353
"cg20641580",0.0413464334783046
"cg19642007",0.847901692407898
"cg02841886",0.0120317739174503
"cg06022562",0.946316171177483
"cg22432908",0.5
"cg02186948",0.0353455189636544
"cg18307604",0.385689525884879
"cg18459342",0.307816100297329
"cg19243777",0.0265227682111631
"cg04387658",0.63715643117382
"cg04856689",0.0442558354960193
"cg12216205",0.943206956302923
"cg10354495",0.922546965145162
"cg21274025",0.855609189785522
"cg02022375",0.906539377528457
"cg20642765",0.033487913982488
"cg23799313",0.602802806759799
"cg27180443",0.601526644152924
"cg08487038",0.0653383666925206
"cg26514942",0.935796286803562
"cg23741330",0.868003973525605
"cg22796458",0.049106448770816
"cg10130564",0.795187291767759
"cg06171787",0.058902209551827
"cg10040059",0.0379237888535473
"cg21481775",0.093495493248214
"cg22381196",0.432168085167204
"cg19723775",0.0294036655569384
"cg17864730",0.0491683598833633
"cg16615211",0.243077412303102
"cg21261477",0.0534362705145832
"cg02071074",0.0971736907640274
"cg07061145",0.893455136282225
"cg16867657",0.692603368583512
"cg08896053",0.09635363879468
"cg03665605",0.900990146053803
"cg01813334",0.0738343325805557
"cg11479591",0.215640120249455
"cg15185804",0.0672032236320238
"cg13849691",0.958773617455644
"cg15409266",0.5
"cg19603195",0.0984096170045233
"cg01500567",0.0317723408669862
"cg17582777",0.89289642976311
"cg20615832",0.375032060823168
"cg06141025",0.822602023211256
"cg25531166",0.5
"cg22161476",0.218577684631825
"cg22227058",0.0162054131432359
"cg13721560",0.0261754394704482
"cg14415034",0.0214115216888504
"cg05474726",0.11588348839814
"cg17133388",0.0711769920111013
"cg05607472",0.025473574040321
"cg17651255",0.0825425729121389
"cg14383135",0.0238860029744104
"cg20240860",0.214042013534604
"cg19912436",0.0202756638839392
"cg12781568",0.755237164371837
"cg03085377",0.41083482089695
"cg22898761",0.5
"cg15160445",0.533903657338429
"cg01528948",0.5
"cg01692572",0.0989586987548814
"cg02886284",0.0502858353029599
"cg01375994",0.420458485715046
"cg15205507",0.0353952711125255
"cg16245339",0.0184838831903037
"cg13140267",0.0316936059466716
"cg21856603",0.886080209380765
"cg14602578",0.5
"cg05429448",0.200029810860538
"cg26910205",0.0369514540256469
"cg09299307",0.0228567208252988
"cg22828602",0.794781312197385
"cg24415468",0.198115879603116
"cg19279346",0.74734498624067
"cg01827098",0.883862466526444
"cg24060938",0.933270600657393
"cg24041977",0.0314822193235641
"cg24085207",0.0250456908645763
"cg16001460",0.0434334337568808
"cg18887228",0.909429802491684
"cg17680902",0.0647535638297517
"cg13741326",0.0245873237424591
"cg04624659",0.5
"cg25466368",0.0467345043254582
"cg18983672",0.933941398450967
"cg01603456",0.815829866270951
"cg09430664",0.742467956083335
"cg06777274",0.0219339915676865
"cg15612927",0.0345743440352432
"cg16773028",0.835138148712376
"cg21685266",0.0333437303610338
"cg06491924",0.0238671919173241
"cg09479906",0.0644852211617716
"cg00268338",0.0394651589282016
"cg27196129",0.0378582493396649
"cg16758041",0.0318119786429222
"cg26605086",0.161400115064659
"cg12562500",0.0577101570761345
"cg22063989",0.121260585309394
"cg23548479",0.0178429822564958
"cg01419679",0.0198721786059186
"cg01320040",0.0415149863029013
"cg02709261",0.0426287984804651
"cg22587758",0.838444377737232
"cg17561365",0.871114502862921
"cg05839709",0.800336171030391
"cg04662594",0.379699625580049
"cg00725777",0.878924051592723
"cg22730004",0.206128957105174
"cg08244522",0.0460133874891923
"cg21053529",0.129328152722936
"cg10500909",0.784209031941526
"cg21449843",0.0349869224441695
"cg20346726",0.0830841182596811
"cg22836132",0.5
"cg26050734",0.459499592526324
"cg20633883",0.0497918226950123
"cg10791955",0.0511026059523332
"cg11590700",0.055295262259406
"cg14089692",0.137834868380309
"cg26282384",0.117169482153598
"cg01872771",0.958684293400586
"cg24408199",0.0292134773604552
"cg02499214",0.0619733199646964
"cg11648471",0.46794634932554
"cg07846167",0.180241191702796
"cg26049501",0.0826451167870597
"cg08983259",0.927982734323519
"cg20514061",0.387577908690238
"cg01095590",0.0286739304817705
"cg17518825",0.640511418479439
"cg01620308",0.0370095448519201
"cg02034222",0.910682666437
"cg24607398",0.817788629698665
